1Agent_id,2fast turn number,3turning_speed,4hb_number,5acc_number,6Average over speed,7ov_duration,8speeding times,9time
553180,2,5.074508635,72,8,11.76747065,8115,180,34890
553183,2,3.665797666,25,4,3.511558326,1177,38,27321
553185,2,3.820598051,105,10,12.46231877,10178,207,67457
553186,8,3.737982158,30,2,11.60564329,10722,144,22650
553188,5,4.113061665,38,36,112.1228425,38446,1136,369383
553189,2,5.03951237,10,4,8.458480658,6441,149,31030
553190,1,4.571159509,39,6,12.43097771,6360,158,29607
553191,1,5.775995441,33,1,10.67918557,6680,77,12536
553194,1,2.908881687,5,5,3.013534187,2094,80,26828
553195,4,3.568309047,31,2,7.685090409,7079,133,25603
553197,6,3.739385371,74,11,12.83341052,8460,193,63963
553198,1,4.16538663,114,17,31.20490636,17201,327,82995
553199,1,4.278608436,11,1,2.159799194,1904,31,6702
553200,0,5.723660269,22,4,7.538869511,2379,121,19889
553201,0,3.91418077,68,5,14.98310266,6613,179,35679
553202,0,2.242787024,0,0,3.249481446,1922,67,19210
553203,5,3.927850616,22,3,3.345879861,4352,84,15272
553204,3,3.919462572,17,0,1.033656287,428,20,10402
553205,7,4.335063838,191,22,32.28968899,26597,515,116853
553206,4,4.91439789,82,6,17.32954279,13649,169,26764
533057,3,4.551677943,17,10,56.24141138,47502,639,113848
533058,34,6.393694092,23,65,138.9360387,185771,1900,364874
533792,13,5.564955209,14,2,51.42922345,71982,412,112260
534218,0,6.37856854,2,1,8.990528976,21623,203,41626
534265,6,3.992388213,5,3,21.24742421,36353,389,99550
534786,13,5.004602568,22,16,47.02516323,69163,718,216626
534788,2,6.062938178,24,28,104.997354,70610,828,194309
534874,7,6.078285325,23,15,63.83584818,102740,1048,256908
535118,0,5.516369122,9,3,60.92327163,50083,551,83043
549586,5,4.819749767,4,3,52.34479535,56893,312,103048
549671,2,3.926090446,66,47,60.016363,20475,719,208771
549684,3,5.37164921,7,4,99.55556164,23401,512,61248
549685,1,4.323163638,6,2,82.35798071,44183,620,105010
549815,5,6.138869905,71,40,95.55671304,45816,850,206662
549911,0,4.617030837,1,5,7.994420374,18517,124,31854
549965,1,5.732365348,10,4,40.09137237,28227,334,82752
550943,2,4.176209588,0,0,6.348510822,4722,137,20562
550983,13,6.47188615,1,6,38.00640693,67035,607,129395
550993,2,3.836793838,5,10,35.56627566,26637,485,80443
551018,0,2.682793722,0,1,5.204254673,1627,39,10288
552335,8,5.744293481,14,20,47.35663294,25364,423,92169
552349,1,3.976216301,1,1,14.07255803,6813,108,17359
552371,4,4.328284069,8,13,16.99591692,29912,158,48887
553730,1,5.581081811,7,1,34.68380917,33111,170,44845
553735,2,3.756263228,2,1,2.700115063,188,8,921
555719,6,5.198147075,1,3,2.120999829,2736,70,8555
557453,6,5.976486753,0,1,2.118629769,4542,63,9085
533487,0,3.87169916,2,0,6.747768437,18557,145,36724
533777,8,5.407517104,12,17,45.28347358,40409,484,151724
534931,8,6.13540366,54,13,146.7768054,32940,896,125739
549596,11,5.073244931,41,15,73.14874177,26116,519,100932
549938,4,4.837322949,35,19,51.29972708,27472,408,228466
549964,14,5.416328946,42,24,47.40498812,34918,819,168260
550942,0,0,0,1,0,0,0,8066
550978,18,5.7198541,22,12,94.8122437,15556,510,57826
550998,3,4.420914352,2,1,2.892512276,3559,57,9520
551031,5,2.293320781,3,0,0.684025282,135,12,2041
551060,13,5.14483248,9,4,9.540675032,4964,151,17563
552352,0,4.122165145,11,7,39.64147235,12446,340,54997
552361,2,5.7203242,23,21,82.25746745,14405,316,50658
552374,10,5.531422861,2,2,15.22950996,29795,349,66528
552492,1,4.696155541,2,7,11.88634236,6551,205,31070
555093,5,3.006236193,5,1,13.25716103,3544,99,27481
533573,4,6.902752784,29,10,51.82053957,56449,580,111013
534771,13,4.988420937,5,0,19.57294134,18037,240,39722
534795,4,6.543419092,11,1,33.16246404,42889,435,69632
534854,3,8.506722549,0,0,1.476857267,2142,35,4967
535383,2,3.778266975,0,0,2.95958482,7685,109,16520
549578,3,7.165452728,1,5,37.55292842,6974,99,21590
549612,11,3.991703559,5,5,21.92444064,16436,268,62538
549948,8,5.817802563,8,1,140.6387345,34610,336,72936
550970,12,5.783613204,2,4,1.57994206,5238,48,10882
550975,0,3.644336297,12,30,12.700706,14149,57,95606
550977,0,3.277228893,2,0,1.899793899,2666,32,12248
550990,2,4.341095706,59,16,46.35947715,37889,828,105913
551003,6,2.722995768,1,1,1.638286525,1827,53,7621
551010,9,5.968991701,6,5,71.27349035,20745,282,46847
551030,5,5.388402104,5,8,5.643793003,3718,125,17809
552356,3,5.700054131,0,0,6.718687408,5542,82,11418
553728,4,2.926391064,24,16,27.62260798,21208,298,204491
533787,7,6.186420889,7,12,30.81987783,63779,416,99098
534219,3,4.532943727,29,29,69.8337142,111719,696,184592
534321,0,5.740339031,4,7,26.16599226,41845,431,87175
534763,8,4.405520973,41,14,149.9262016,77462,602,132983
534831,2,8.751832148,39,15,113.0383237,119990,1331,218003
534846,0,4.796636167,23,2,57.18011285,99356,815,232542
534857,2,3.162739591,0,2,2.625473861,4874,46,10171
534912,0,2.28955194,0,0,2.849483763,4737,68,50655
535216,4,3.661343395,5,4,23.86462625,55249,449,134818
539174,1,3.14422693,10,19,43.43239898,56935,342,217732
549588,4,5.991828042,0,1,2.059532682,4599,17,5993
549597,19,5.963022321,13,35,15.04421806,8564,174,23328
549819,2,4.049979358,2,3,1.105925993,2931,41,13744
549824,0,4.417760475,5,1,42.22285025,62551,437,108152
550960,1,4.15531273,7,3,21.70100841,29981,393,68097
551002,6,5.328178869,3,2,19.50867815,18368,130,38722
551012,3,6.312624422,5,4,25.57800768,32851,316,69111
551088,6,4.67891695,4,1,18.81410156,68828,262,145798
551093,0,3.586204889,1,2,11.73665699,16423,195,52746
552332,13,11.89392475,0,8,18.62403913,8844,37,13643
552354,0,4.528078969,0,0,0,0,0,7470
552403,0,7.020061579,14,18,97.6574995,47618,354,104905
552404,4,5.625718143,12,2,44.15003573,39941,347,71996
553221,2,3.248593226,4,0,5.735635116,19019,90,42353
554228,1,4.457498869,2,1,26.96167078,27597,253,55617
555103,7,3.862878971,0,2,38.69698374,30575,179,61903
556099,5,6.308203289,9,0,8.540362435,35627,155,53154
556106,0,5.368707451,7,1,9.389090024,18841,115,27627
557122,0,2.591173348,0,0,0.829679428,1078,7,3041
534223,0,7.302028071,14,5,15.52868794,30187,254,86197
535095,4,5.484554573,8,2,10.56514746,4550,57,8009
549549,0,3.835404117,4,0,2.769256088,6187,84,32692
549581,1,3.495519341,5,3,4.676631583,1193,30,6097
549688,2,4.389406569,0,0,3.924470437,4654,125,30120
549812,0,4.053875556,16,9,6.126891893,2979,87,25316
549941,0,3.236223749,0,0,0.27594846,48,1,1128
549946,12,4.336421351,5,2,7.595037079,4600,138,17102
550940,9,7.046301728,5,4,11.9377147,18839,322,42726
550994,10,4.919181422,18,15,55.11083904,23950,513,74574
552358,0,2.637175571,1,1,9.789637187,3415,49,32050
553192,0,5.619359658,6,5,20.13376971,9456,190,30120
555088,0,1.168404468,5,7,4.557795164,915,6,15729
555109,1,2.943718727,0,1,10.5680942,48,7,7282
556144,0,4.673393484,6,2,8.715658591,5667,130,20378
534283,3,5.308578299,1,1,1.933819921,4113,66,8407
534306,15,4.418901493,43,17,57.57106529,63307,661,270963
534320,8,7.294140901,36,65,67.3080167,46326,696,120337
534870,5,5.394271964,58,39,66.77413906,34900,548,173885
540148,6,5.063952292,1,0,7.24578384,5469,43,9765
549554,3,4.296714802,6,2,16.12226287,18900,247,77834
549575,5,4.677178697,5,18,36.66289069,47019,529,104205
549603,3,3.968019481,21,18,82.30510012,40000,753,165493
549809,5,5.391248801,1,2,3.942282436,1148,24,6169
549984,2,3.387367678,9,3,19.85000996,14357,119,32944
550954,1,5.667339419,0,0,2.267973241,4541,43,9930
551024,1,4.890315722,1,4,12.63612277,43676,212,98358
551026,0,3.471726821,5,1,66.4621982,46458,411,112926
551055,0,1.404491895,2,0,3.158552242,9478,79,23751
551056,1,5.222267076,1,4,22.49047617,25288,192,42129
551061,6,3.94481307,0,0,1.543155711,803,30,4332
551068,0,3.334416799,1,1,8.485472012,3767,71,13171
551074,6,3.712388416,10,6,32.38667208,15405,178,42532
551075,2,4.364082348,7,10,40.35961577,24695,690,98090
551116,3,5.286954996,43,27,42.9831564,31537,491,68327
553768,5,5.118307006,18,14,21.60418788,43551,245,77614
554786,0,7.304522761,27,25,35.10380559,36794,298,80149
555248,1,3.383988202,1,1,1.676872223,11368,46,19381
555682,7,6.570128149,15,8,43.59976987,45023,228,85810
556157,3,3.110335628,0,0,4.306839623,1486,30,6749
535072,13,4.201351358,0,4,32.0705858,63375,899,268664
549610,0,3.670569185,43,36,40.8378812,16033,699,311682
549975,3,4.577685436,13,5,6.84086728,11859,157,38441
550219,0,4.207106129,0,0,3.136794264,2084,31,8201
550939,0,4.923493845,10,5,25.12909729,18164,252,37964
550945,1,5.535367085,16,33,62.60618857,68955,982,221574
552357,2,4.361917411,9,3,18.30373707,10215,351,55308
552362,1,3.985788567,11,10,24.91376694,22298,336,78848
554215,0,5.100477942,3,1,17.4276494,18188,335,52335
554634,4,6.517399935,4,6,8.365458563,4863,119,18410
495366,0,4.672485289,48,11,31.05181498,14041,429,96095
495396,3,2.840716519,172,26,68.80351874,23710,685,399685
495761,2,3.606233519,53,27,32.54256788,16687,562,154824
495763,0,4.006671151,58,39,34.02168533,7382,313,88946
495798,7,3.991028215,201,14,140.4413802,57130,1409,271037
495858,3,5.085653744,152,12,67.38320454,35554,835,207473
495860,15,4.150064207,84,36,46.47678534,13227,599,111007
495862,4,4.417540298,101,7,65.38114496,24335,794,169672
499282,0,3.232459113,187,87,64.31414345,15113,593,183480
499525,8,4.490735776,133,1,42.0968009,29900,471,84047
499529,2,5.406630569,48,2,15.54162074,13145,272,38218
499875,2,4.128707948,244,49,102.0619498,39949,1344,266891
506386,1,2.740335588,0,0,0.745428123,281,6,2816
513451,5,3.391301392,7,39,11.91641158,10584,185,65328
513452,2,4.079609516,326,81,99.03762664,25850,813,197879
513453,5,4.476224356,48,4,14.2228323,6716,192,55499
513454,15,4.398414567,119,127,305.2911772,24232,619,144551
513455,9,4.91357191,23,20,77.67566074,13177,343,71265
513457,7,3.936839664,0,0,10.97715012,6462,243,82736
513458,4,4.196353985,142,46,92.27749917,41128,1179,235859
513459,0,3.730590936,9,17,111.8701771,73091,2031,697920
513460,4,5.053755549,88,1,27.76647146,20927,453,93051
513461,4,4.926261704,0,1,5.063748492,4981,125,24663
513462,6,3.646818878,6,1,48.07583912,60025,927,399103
513463,3,3.105076598,0,0,0.08323,293,10,6268
513464,1,3.593788019,7,10,34.99723119,12810,530,174213
513465,4,5.328232453,28,0,3.739867045,5944,63,35577
513466,1,4.042853929,1,0,2.429757699,2133,58,18418
513467,1,4.181954971,31,4,15.00735741,11494,239,44689
513468,3,3.426304639,12,3,11.36135233,14249,206,58474
513469,2,4.695856465,92,28,60.92872217,18295,611,187898
513470,1,5.086727085,20,14,37.59386285,19349,544,108523
513471,21,3.866212447,6,1,15.02767846,28553,358,98300
513473,2,4.019905761,0,0,8.120512137,5188,126,35925
513474,8,5.56818025,9,4,25.66764951,27700,483,184270
513475,0,3.397443195,0,0,4.644107549,4027,72,24772
513476,0,3.326606457,0,0,2.52434537,2114,47,19082
513477,3,3.453238768,9,17,58.56567158,14494,189,71239
513478,1,2.142345663,6,5,16.99739636,18732,227,117931
513479,2,4.295714529,26,14,17.30001926,14799,290,71893
513480,5,3.120612147,2,9,14.49695137,16506,292,113338
513481,1,3.562879965,14,54,13.0957709,12410,220,103787
513482,0,2.781531903,89,156,54.24111106,17052,555,408580
513483,1,2.922451861,0,1,12.49752038,12383,192,136342
513484,5,4.30896642,131,9,69.45376151,34513,906,225869
513485,0,4.697327317,81,10,41.54903412,39428,412,151975
513486,4,3.119949423,19,16,30.78568941,41700,593,394760
513487,1,3.721551912,1,0,6.583317621,2566,105,37702
513488,7,5.135420667,24,26,68.90440906,32230,886,189275
513489,3,3.896114539,3,11,38.53446583,36227,987,229768
513490,1,4.001593348,6,4,3.322312888,6532,131,32375
513491,0,4.18588653,1,0,8.123149579,14202,132,48090
513492,0,2.941604416,1,3,11.67943214,6802,171,69650
513493,1,5.047922178,1,0,0.254375858,658,19,4825
513494,2,4.284579317,0,0,10.91904978,8768,213,51230
513495,4,4.085395325,6,6,45.10129766,29530,768,308765
513496,0,3.658153475,16,7,72.0250887,70248,1380,558336
513497,6,1.50104671,26,10,5.863330255,1443,55,66209
513498,2,4.101993422,1,0,1.833875127,966,51,8213
513499,4,4.829410467,6,1,11.04180878,23879,245,74079
513500,4,4.882758845,1,0,11.60669,18525,204,55678
513501,1,3.331972971,99,12,53.15034682,50705,816,282530
513502,0,2.800574937,4,7,26.83023734,8094,257,185383
513503,1,4.965705456,225,41,126.4340229,25922,787,115536
513504,0,4.331219625,12,2,23.94075577,46492,336,141892
513505,0,3.825465234,127,435,18401.30944,14552,504,82068
513506,4,3.755126896,0,0,0.37578292,3650,9,11268
513507,3,3.852762438,12,7,13.08004761,11122,203,61056
513508,6,6.559139829,53,1,21.31141412,11916,167,36627
513509,1,4.575943539,40,16,8.046728725,18713,197,50343
513510,0,2.852493802,18,31,32.92142131,22480,533,214123
513511,0,3.73913633,167,41,21744.20142,37546,1313,320481
513512,4,5.439573732,331,8,22500.88685,39299,1612,210686
513513,0,4.390690769,13,4,44.07067579,52681,867,232675
513515,0,3.146199572,0,0,2.465962884,4550,71,23549
513516,12,4.085324486,3,4,39.89318179,30994,511,169669
513517,3,5.0410845,0,0,5.30365348,9413,104,29064
513518,10,4.841009235,48,11,17.15100762,5465,260,50319
513519,0,3.68531906,9,11,14.9924061,7458,323,108655
513520,1,3.677080563,131,7,44.33658415,24222,699,181542
513522,4,4.020040214,607,32,220.3401895,78697,2225,450040
513523,1,4.91392406,29,4,21.14317109,13483,335,61090
513524,0,0.802433727,1,7,0.794178408,673,22,88585
513528,5,3.832422511,78,18,40.19013885,16801,519,108171
513529,3,5.393894705,1,2,16.4113771,15703,204,46769
513530,3,4.159354049,12,1,4.329864942,2552,69,9971
513531,1,3.274578642,2,5,5.233945153,11263,160,47670
513533,3,3.619294838,350,76,93.8992936,73824,1462,452336
513534,0,3.042985308,0,0,0.758456321,466,10,2196
513535,4,3.491861064,374,14,116.6589844,57467,1385,322803
513536,3,4.057782231,60,3,22.1634665,15753,351,100099
513540,2,4.477541043,42,33,75.27931911,46948,851,252495
513541,3,4.660552952,470,24,13978.29222,65666,1988,491858
513542,0,2.846139648,252,230,105.1548721,11368,671,403127
513543,5,6.323642421,385,51,68283.8353,74660,2139,282054
513544,1,4.715080543,41,16,48.44337113,90739,885,363299
513545,0,4.033067856,0,0,11.37443883,7689,174,42342
513546,6,4.706685377,545,71,249.2426734,76608,3211,597526
513548,23,8.745912602,2615,241,435210.114,137066,7689,1196537
513549,1,3.927389076,0,1,2.42347069,1817,60,16694
513550,6,4.426999361,27,0,89.13589137,89786,1890,345071
513551,3,5.135565831,2,6,25.24204624,9542,379,98566
513552,3,4.738914185,2,4,33.51839143,14245,450,172246
513554,2,3.124254525,26,13,42.86137276,19715,427,211704
513558,4,3.927243866,19,2,7.795110697,15244,222,76533
513567,1,4.836137188,1,1,20.57213718,31556,315,96710
513568,4,3.93419049,9,0,4.508711276,2294,61,10162
513579,1,3.732180969,0,0,2.99602315,2891,50,16382
513584,1,3.556566505,16,8,17.33385065,7712,242,108494
513610,1,3.608302626,5,1,2.927466652,5453,43,20766
513611,0,5.030298928,12,10,25.93472569,21621,495,146874
513612,5,5.15599918,13,2,11.34544264,4026,108,17264
513613,0,0.921693818,0,0,0,0,0,9600
513614,2,4.180402603,7,15,52.5372066,38650,896,219081
513615,1,4.426150608,0,0,3.617964303,1883,52,8355
513616,2,5.269375086,2,0,5.175442604,4547,119,21935
513617,5,3.874932032,26,123,197.0029172,10871,236,50419
513618,2,4.566915247,4,17,14.51451115,8974,298,71083
513619,4,4.598551427,3,0,0.716503562,2244,28,8992
513624,4,4.234104515,97,1,31.15053143,17187,426,95016
513626,2,4.884707927,214,50,105.2740638,23062,868,143882
513629,0,4.047355253,13,24,30.55045755,13341,649,141891
513630,0,4.467314094,7,0,6.460297169,6248,99,31465
513632,7,3.845409896,0,0,19.23170533,14046,296,83079
513633,7,3.755450224,4,4,13.92369251,16774,325,84406
513634,0,3.043520474,1,0,0.525884892,312,14,7465
513635,7,6.11087425,101,43,65.08273915,26307,771,98481
513636,0,4.491910664,20,5,11.31923052,12257,164,69717
513638,4,3.848248184,19,18,46.60385386,32562,848,195160
513639,7,4.195496491,24,3,15.20698738,7046,169,55262
513642,0,4.167586751,0,2,3.582305512,11314,60,22223
513643,0,2.097280268,6,88,1.93753526,4045,30,32937
513647,1,3.362424748,0,1,5.252632663,7101,124,59486
513654,3,4.557584638,7,5,3.671210074,4750,70,24849
513781,1,4.548192134,7,2,36.84071475,20126,704,192823
513783,0,4.105261263,0,0,0.920607929,1292,7,3292
513784,0,3.475559926,6,4,21.267814,17357,340,139569
513787,0,3.973348653,4,8,60.66312939,50708,804,264146
513790,4,3.808220411,5,2,7.494139066,10636,174,32006
513796,2,3.433900864,0,1,6.467459728,14385,111,45201
513800,4,4.420782305,9,2,15.43950444,35792,470,107633
513803,3,4.222745083,0,0,1.646095855,7224,26,14391
513804,1,4.396299748,7,2,36.16356368,34013,850,228118
513828,4,4.495398963,2,0,1.859798741,6932,41,15054
513843,0,4.146827955,0,0,2.820148852,2504,59,24853
513864,2,4.457976574,4,1,14.77240694,29591,324,85279
513865,5,4.232311955,4,2,16.38026691,24731,318,81942
513866,3,3.387166571,2,1,7.134827714,8075,155,107806
513868,4,5.155505964,15,11,59.09387456,20195,429,107621
513869,0,1.711318809,7,0,2.873730013,2587,56,37742
513870,3,3.977401472,8,3,5.797212554,3678,66,33899
513871,2,4.150960008,51,8,28.58451567,23904,303,90596
513873,0,1.814215917,1,0,0.980515989,2469,33,13544
513874,1,2.143588426,7,25,11.28609004,11830,193,134092
513875,0,2.792205135,1,0,1.56755176,2486,57,19154
513876,4,4.276687235,17,6,13.60031444,18826,281,95410
513877,5,5.216194756,15,0,11.50656043,16396,262,68248
513878,3,4.508461425,1,10,7.617499152,9937,105,36409
513879,0,2.480423506,1,0,0.526896898,8681,24,35752
513881,0,3.080321837,0,0,0.465495786,330,5,2384
513882,1,3.838830224,2,1,2.84838075,3073,67,49091
513883,2,4.945954611,19,2,17.22635563,27857,418,103073
513885,2,4.663884519,2,5,21.08941773,22432,305,143364
513887,1,3.882978955,0,0,1.992299227,2448,37,15159
513888,4,3.724979038,76,13,56.43578342,32233,642,165209
513890,7,4.74919381,11,2,61.38125321,82054,1099,233232
513891,4,3.895268505,481,140,279651.0448,197746,5606,1239621
513892,7,3.094736505,3,3,3.920269185,5950,81,43068
513893,0,3.090912381,5,6,21.04596719,32959,272,151184
513894,2,2.427470192,8,2,9.118764911,6862,141,172744
513896,0,0.82737732,1,3,7.589661955,5401,76,158082
513897,3,5.009049745,3,18,20.4830722,16077,315,96004
513898,2,4.225063894,3,2,72.57487195,53826,1332,336720
514177,6,5.720099018,8,0,16.75163134,12711,260,77616
514605,0,5.413893249,45,83,181.8450857,59257,1394,233232
515524,1,7.494940544,1878,181,331933.8547,132084,5263,686674
515540,1,1.590236372,2,0,1.062742401,1940,6,30915
515547,4,4.37342234,1,2,11.69038497,9810,152,42052
515548,9,5.001471649,19,2,7.986323813,10634,210,27446
515549,0,0.238700277,12,2,0.007377068,4,1,94375
515550,1,3.966476417,3,2,4.171637995,5258,84,31480
515551,1,4.658999623,12,4,6.286704825,6227,123,24447
515552,3,3.559887399,40,13,24.9329703,18871,391,86264
515553,5,5.006687245,2,4,13.24611548,10047,218,53928
515554,1,4.323888867,3,2,7.942768465,8090,201,104833
515555,0,3.902425757,4,7,20.84811867,17087,400,109967
515628,0,3.892577602,2,4,32.13668074,24205,416,171024
515629,5,5.750572442,7,7,16.17259556,14836,302,51270
515630,3,4.253298335,26,1,7.053003464,4478,117,34795
515631,1,4.298730568,84,282,448.2281129,18394,586,147071
515632,0,4.228334778,0,1,2.382590261,3540,66,28281
515633,4,4.439344563,199,8,50.68233229,40512,888,207661
515634,9,4.664463425,0,0,0.572056824,3123,49,9006
515635,7,3.477878583,10,2,28.70776272,22278,540,177377
515637,1,4.218177387,31,23,37.46754625,12612,543,149345
515639,17,3.870249526,24,1,9.305782312,6327,130,40560
515640,0,1.717300437,9,24,0,0,0,19400
515641,0,3.605942359,1,0,10.32716637,14813,121,112744
515642,11,4.587061216,7,7,4.061478392,5923,128,32015
515643,5,4.118144541,27,1,21.07393225,10498,206,75428
515644,2,5.455375222,3,2,14.99118141,19493,318,102374
515646,3,4.043593552,11,4,8.477846532,22895,217,77593
515647,13,4.323724959,9,2,19.01091545,17787,324,85496
515648,0,4.791591306,1,1,22.97627134,18181,414,80385
515650,2,3.67714535,1,1,5.019165212,7118,137,47336
515651,2,4.113576349,11,4,11.37505828,8462,167,38233
515652,1,4.826053279,58,4,16.73751276,15904,176,57324
515653,2,3.551816324,6,1,9.037463241,6455,136,32221
515655,4,4.871819792,21,1,18.6858472,19064,219,63967
515656,1,3.389623887,0,0,9.715989899,5562,58,49297
515657,1,4.366871859,0,0,0.128821957,363,11,2282
515660,1,4.329341541,9,8,23.83482071,22963,600,165975
515661,4,4.098858731,13,1,7.169176629,9362,155,41953
515665,3,3.989156934,0,1,5.792664062,8439,75,36391
515666,4,6.874068963,11,2,14.92668404,30959,359,86595
515667,16,3.668110815,10,10,16.67669714,21107,417,145685
515668,2,5.151044988,117,1,46.82783094,25541,614,134285
515669,0,3.154362748,0,1,7.370093774,5605,110,40598
515671,0,2.22125,1,0,0.061215357,139,3,1336
515673,2,4.747723043,4,1,8.596605247,4007,74,25291
515674,1,4.197467,15,0,30.68573728,27138,582,215713
515675,2,4.714056836,3,14,15.72866109,10018,217,54150
515676,4,4.790767714,10,4,6.257537213,21341,48,69187
515677,1,5.279857786,0,0,5.344384166,4024,100,33431
515678,5,6.212028281,14,1,6.287053639,7123,129,34144
515681,3,5.177546203,8,23,39.65501436,24972,652,133368
515684,0,2.701937104,4,13,4.452353443,3236,95,38201
515688,0,1.204242923,65,294,6.662041961,3667,94,229321
515689,1,2.938576435,1,1,3.972291468,5297,108,44287
515695,6,4.043596551,7,3,6.052465401,7866,125,51556
515702,13,3.091969934,2,1,2.872415634,5160,64,42937
515703,3,1.160439577,40,72,177.4489908,1303,99,19301
515706,8,4.585288567,190,8,87.52352665,34534,1072,180046
515707,5,3.992293082,4,2,6.852075538,5623,138,40968
515710,0,2.490120952,1,0,0.465455302,720,12,16670
515722,4,4.00359352,38,4,11.64249135,11002,220,59388
515786,8,4.743716535,22,5,14.59037954,26926,242,90501
515790,7,4.360962527,68,7,30.69306248,23185,368,117921
515791,2,3.771307122,19,0,14.66709896,11771,136,49765
515792,0,4.236769773,0,0,0.642070156,1540,43,6334
515793,3,4.333191871,2,3,7.144340499,8969,128,40735
515832,4,4.253532737,0,0,2.725433275,11013,57,31010
515853,1,2.560195155,15,4,10.30985611,9956,169,38371
515964,4,4.182446571,2,0,4.453058414,4890,89,18645
515966,2,4.113392496,68,219,323.7914176,4812,236,42867
515968,3,1.925137751,2,0,2.588608205,1349,44,17656
515969,0,0.345629199,0,0,0,0,0,6198
515971,0,1.078094456,11,49,5.917691094,582,21,67493
515973,3,3.857278655,3,2,6.899884704,4254,97,34511
515974,1,6.81074293,42,88,157.7088349,9081,204,43722
515985,11,4.746568102,3,2,27.99117411,22880,337,95212
515986,6,4.480276358,4,1,7.359294165,6397,121,24548
515988,0,4.364135586,2,0,2.894520955,6878,49,29116
515999,1,3.477017294,0,0,0.758965952,1644,24,5816
516000,17,5.25236163,47,4,21.70874575,19681,202,46612
516068,8,4.144587693,12,17,48.76139627,29431,690,186193
516070,22,5.027501648,13,10,21.83423273,16752,371,89708
516071,10,3.782343141,23,42,41.98736133,23582,673,169632
516075,5,3.332485909,0,0,0.500991273,4423,59,20985
516078,5,2.638446698,18,7,9.617627931,14736,174,71982
516079,13,5.488266579,0,0,0.897685422,826,20,5208
516080,0,5.000499449,2,0,29.67977442,11663,281,59300
516081,2,4.178309434,252,19,105.5347423,43649,1170,302269
516082,8,3.77562304,27,0,16.33372919,18941,172,61017
516083,3,3.977836835,1,4,1.704059643,6569,94,30496
516088,4,3.686614901,11,26,20.79897807,27551,591,213853
516091,1,3.018173112,8,6,14.1859981,9223,233,131383
516092,10,3.7254343,1,2,10.40521322,19090,220,61365
516093,5,5.591966191,67,2,28.3572791,28280,280,102156
516094,2,4.715076626,85,16,28.21726131,11014,284,67947
516095,3,3.690584772,63,0,21.41603211,27768,498,110775
516096,3,5.325712596,31,3,6.996821347,4360,84,18399
516097,3,2.667218085,7,0,17.82219959,18089,293,86080
516098,4,4.432177304,1,0,8.620396994,7465,118,38401
516108,1,4.172721666,14,6,14.73767258,12399,193,69817
516112,3,3.48020101,0,1,5.687185828,8715,156,25924
516139,2,4.322452095,10,21,18.65492344,26330,238,85078
516143,0,0.27,10,0,0,0,0,7729
516412,16,4.394773101,0,4,10.58697578,14259,154,90646
516416,3,3.768225234,4,0,3.467428113,8450,100,43584
516418,2,5.583762366,1,0,0.108310321,22,5,1194
516478,1,4.373044642,35,30,39.8117216,20510,551,132532
516485,11,3.999538361,16,36,94.011151,44478,1322,326734
516569,1,3.718515773,0,0,6.528686026,6086,97,26793
516589,1,3.480632436,0,0,0.575374083,398,22,4461
516604,1,3.104355624,1,3,10.2485691,12432,184,55110
516641,12,5.427465269,1,1,4.747397941,4497,72,17057
516676,1,2.981961978,3,6,28.21003941,39198,158,103659
516679,2,1.801575466,0,0,0.378846087,2505,28,20096
516683,0,3.641767773,0,0,7.759414303,2125,50,16265
516684,1,2.124537037,0,0,0.408724474,399,4,3383
516685,5,3.801419843,117,10,72.27960019,21010,683,142350
516686,14,5.632407134,29,6,6.091478247,3861,51,14396
516689,0,2.391989388,0,0,1.528449268,2104,41,48787
516738,3,3.197094348,34,43,30.20767441,2992,145,104693
516742,0,2.6037549,0,0,0.366408258,1619,16,4706
516749,5,4.077471634,43,51,101.880418,87708,1830,496395
516751,0,2.783020745,0,0,2.968654494,2209,30,10151
516758,1,2.300824851,0,1,0.835400892,777,11,14391
516783,2,6.736654073,0,0,0.334645665,114,5,965
516784,2,2.683523599,7,11,5.807806649,7967,51,58260
516785,8,3.976629398,69,13,21.13984797,22890,389,124699
516788,1,3.774879495,25,4,2.886076671,11038,44,34848
516968,4,2.81171413,17,1,6.368706929,3876,81,60618
517196,0,2.923923662,26,17,3.218352747,2902,41,86511
517204,15,3.937675452,28,2,5.094832551,3770,64,18034
517205,0,4.044106241,23,11,28.75784529,39362,517,242100
517482,2,5.614744413,4,3,8.892490699,18823,217,65739
517640,9,3.880898473,23,0,13.33584364,11488,199,59841
518818,1,3.757874386,0,2,2.38543513,1064,33,8939
518830,0,2.174538249,8,0,7.460942963,5696,154,26303
519001,3,4.687882537,0,0,6.20234566,11397,100,30194
519094,3,3.204058055,2,1,2.631084098,12752,52,34889
519387,6,4.542956327,3,15,13.34295354,6729,169,52489
519405,7,3.664670788,125,15,105.8535946,34775,761,264068
519565,10,1.943939206,7,2,6.705948081,14307,240,61837
523056,6,3.288874913,53,27,108.0949547,60846,1464,454338
523347,9,3.43515867,0,0,3.565791807,3845,60,16835
524077,1,5.216572898,1,0,0.75010935,383,14,3066
524079,4,5.134896522,363,404,701.2475068,44677,1207,204359
524093,0,4.146157159,7,6,24.73230452,16382,325,74950
526677,0,4.67334267,24,7,48.85255647,20490,695,123610
526780,1,4.093473518,7,4,65.44549177,24159,458,151742
