1Agent_id,2fast turn number,3turning_speed,4hb_number,5acc_number,6Average over speed,7ov_duration,8speeding times,9time
540151,0,0.267840659,0,0,0,0,0,2968
523372,0,2.599780712,0,0,0,0,0,6213
540151,0,0.267840659,0,0,0,0,0,2968
523922,11,5.300362065,129,95,158.7633625,98260,4076,740895
525250,1,4.600946398,9,3,72.966238,7202,219,29549
525470,2,7.376005186,37,31,57.27482631,61115,1044,132552
526979,2,8.59423793,27,8,52.72080993,44203,1026,105657
527108,4,4.698859548,7,10,43.39556762,15123,426,64907
533069,18,6.369708426,36,18,52.77965162,75439,1496,201431
533279,0,5.077333021,0,0,1.290169945,884,50,4511
534892,5,5.607754657,77,23,87.65215899,45894,2219,194729
535123,0,5.395432353,13,12,28.20517561,32641,1005,252225
535141,1,3.710818388,4,1,16.12177734,15641,422,78257
549821,3,4.581501051,6,1,5.379461747,2307,61,7732
549988,0,2.176065343,0,0,0.570800517,38,3,1333
550275,0,5.282995438,82,16,59.4213692,30368,434,79464
520134,0,0.217222222,0,0,0,0,0,3703
520137,0,1.138085937,15,23,1.162749531,395,14,19431
538388,0,0.393098091,1,3,0.156026064,4,1,27771
532660,5,5.047433017,22,24,45.07306086,65889,678,145546
532718,15,7.290542825,147,64,401.1784164,100622,3272,324092
533046,4,4.974506803,1,5,8.163556749,25695,284,87874
533054,5,5.86666092,49,10,64.54009772,43294,860,107118
533067,4,4.655711015,7,3,33.68972924,54101,910,137464
533208,1,15.12714353,5,25,21.58144901,25037,63,84031
533503,3,5.195665261,4,5,31.19831487,25670,731,81295
534759,9,6.746112104,91,28,91.80331447,93728,1783,188220
534836,2,3.646132642,19,37,59.73299396,62157,1003,298289
534840,2,3.534782989,75,7,51.8896841,56202,1013,121845
534848,2,4.265836072,12,3,16.31668991,29132,354,61591
535110,0,4.331148951,29,10,31.75512436,54926,826,108277
535117,0,5.082853769,28,4,46.86963777,60798,1150,342155
535169,4,7.978517308,57,10,39.15645219,56878,781,99409
535399,1,3.752710108,20,4,37.51459836,71614,1033,220199
539162,9,7.98284176,59,9,82.18231427,91078,1445,147592
548741,3,4.837288205,9,4,39.34385029,38775,695,120858
549552,1,4.67471362,7,4,29.58643369,35724,568,98477
549945,4,3.498067691,4,6,10.3300033,21333,329,75975
549985,12,3.855739748,14,6,27.79415953,43272,450,105267
550988,3,3.262997857,0,0,6.709824757,12266,171,27508
550996,1,3.720814301,3,0,19.13559844,27263,343,90436
551008,4,3.080688966,13,6,23.61659515,28345,539,112789
551016,7,2.585276016,3,0,11.13246368,13302,209,66699
551049,0,4.849077107,6,10,9.853528353,9325,199,24842
552384,1,4.111700918,5,4,11.99119048,12453,291,37404
555148,0,2.641783297,0,1,1.636368579,1594,33,8887
532664,7,4.467989543,2,2,7.083022824,6410,89,21108
532698,2,4.372988809,37,11,33.07030317,31723,634,110391
533033,0,3.280295565,2,0,5.175937876,6351,136,38238
534260,1,1.940321335,11,4,15.36853958,27769,437,109587
534766,2,4.280987839,17,2,19.55840833,21820,350,61242
549574,2,3.993641534,8,13,22.05911331,18563,395,151117
549806,4,5.215084648,28,19,30.12511756,7829,295,107523
549973,2,5.162650526,13,14,38.59464894,31597,626,101544
551022,4,4.207512281,45,22,43.42493388,44660,883,154233
551023,0,4.386000954,20,7,12.98778832,20738,143,79028
552359,0,3.464230592,1,0,3.53772892,20704,199,33311
552370,2,5.053893278,27,14,51.93962981,17648,338,67957
553133,1,4.630292787,19,7,7.463865037,3286,82,14007
556181,2,1.91345167,0,1,0.422790182,386,18,3537
532667,11,5.630793735,16,4,21.63726173,15818,544,64639
532699,2,5.429489255,2,3,6.862789433,8285,166,23669
532992,5,5.356863516,1,0,3.20043625,3810,61,9050
533012,6,5.997680244,49,7,93.79526643,111808,2601,356520
533726,1,6.575170851,3,0,20.37383844,44836,540,89131
534301,4,3.49530144,24,10,35.5059394,39076,692,143315
534764,4,4.66881884,22,6,23.93890214,27695,759,89625
534777,8,7.48484042,0,0,1.175505968,746,33,2779
534779,2,4.701000715,17,25,38.64276681,21375,608,79464
534830,3,5.813765972,33,24,63.91562365,74379,818,147312
534834,8,6.164002982,52,12,55.76307687,46221,1243,119046
535085,3,7.274806764,28,15,36.45918852,51554,636,102049
535150,0,4.174223456,53,5,54.9099108,24049,1114,125086
538141,7,6.226662537,2,0,2.960807525,5320,97,13869
538144,5,4.840365351,1,0,4.191313758,5197,205,30173
549540,3,4.616449194,5,1,24.70329327,32672,557,73996
549541,5,4.570091061,5,1,12.10766505,12631,284,45585
549593,6,4.802195479,7,10,33.54607961,60411,576,143870
549607,4,5.161127693,7,2,29.78865345,58074,661,131377
549673,3,5.366144205,27,17,45.84229225,66012,964,145144
549674,0,4.500873488,12,7,4.724215228,7501,101,39358
549681,0,5.386222745,10,5,24.98015288,26546,442,89417
549918,3,5.404967921,5,9,34.31217816,76745,774,124304
550952,1,5.958998768,36,8,50.94674334,37133,1008,93548
552339,2,4.493153757,6,5,17.72827095,17319,343,42476
552353,1,5.095526805,7,6,13.14787239,14856,351,44669
552373,4,6.465838752,4,6,1.73817461,2214,20,8016
552381,2,4.575787041,1,0,0.640540313,335,4,908
555090,2,5.24598321,2,1,15.66232208,13738,159,32277
532670,2,4.683118155,19,4,22.63934408,28093,640,103713
533032,3,6.375254325,11,4,11.1403764,12453,207,31165
534274,5,6.193568946,22,44,19.60643608,50032,371,124644
534778,2,4.884967154,21,24,52.61048574,73430,1346,196931
534844,6,4.567592042,19,5,23.8430796,20253,786,113854
534917,3,5.157110112,4,4,23.62234046,54415,467,239900
538146,1,2.876327505,7,2,11.61467551,8054,241,50501
538160,0,4.284308868,58,22,39.34771147,26899,860,135992
549551,0,2.760300319,9,6,20.19427393,13179,349,129508
549937,2,6.351169945,25,7,21.49897149,9886,282,60378
549962,1,3.021931538,4,1,12.94150037,23556,550,287426
550956,4,5.521932712,8,29,31.52308846,13308,284,76835
550971,0,3.331400135,9,21,22.53584463,48907,594,133191
551009,10,4.412348224,10,4,16.84005171,7884,176,24539
552329,2,5.526559074,10,7,13.15605925,32821,382,65277
552341,7,5.547077064,9,15,4.083735593,14181,73,49750
553332,3,5.215649786,13,7,26.42277215,21642,493,65837
554225,0,6.630530601,6,1,4.991534673,4919,101,18778
554227,1,4.216026447,9,15,5.32470198,9642,69,57930
554243,1,5.484238874,8,2,6.243995994,5701,122,15265
555847,5,4.043345329,5,5,4.772222702,2040,59,9916
532681,8,5.119334335,7,2,32.55573046,44837,717,101126
533469,2,3.954321594,16,11,38.56123585,39443,596,109243
533752,3,6.32734215,21,17,84.3675497,103156,1573,245628
533785,6,4.520706335,19,8,30.20017651,45713,733,119085
534267,3,5.691366483,4,2,6.698502321,12366,206,20626
534311,5,5.360454163,18,22,41.48250644,71961,575,147430
534755,1,4.366943373,115,27,65.44268497,86529,1048,290043
534781,0,5.279664584,9,2,14.00758888,37659,471,81422
534889,8,3.271667038,8,6,7.600054077,7797,111,60860
535098,4,6.636321296,15,6,40.04033996,42593,604,103430
535204,1,4.348429145,6,4,16.45250095,23107,420,124971
548744,7,4.090032052,129,50,98.51746711,72788,1531,302534
548749,3,4.703873899,29,12,22.66584703,9807,327,25745
548750,4,4.202803318,33,12,32.47209374,45503,740,98062
549527,13,5.855402834,20,24,88.43014584,42589,575,93128
549587,0,5.437152145,47,4,24.56498633,11656,334,47863
549958,0,4.91116199,29,21,46.0193069,32640,967,118741
552346,11,5.380550373,0,0,5.181828173,979,32,3045
555104,0,3.873083963,0,1,1.09014143,1130,27,3904
556108,4,6.392763436,4,0,4.139358228,3923,61,12758
556109,0,2.957910833,0,0,1.39837248,5927,11,7727
532702,4,6.160011049,8,14,42.7932064,39584,916,168185
534322,1,4.582642527,69,26,62.27859527,31655,1200,290953
535188,4,3.343613119,7,1,6.805461146,4671,228,19752
535372,6,5.0103424,107,38,84.38038858,39216,1663,229194
535376,3,3.742706831,31,18,28.09874613,17426,606,158387
549559,11,5.614002173,18,11,7.198940409,8229,232,47545
549563,2,3.606397353,15,26,37.16841953,72157,613,138757
549577,4,4.144553257,27,3,24.49494649,11239,436,99009
549583,1,9.153888202,5,12,9.730304135,12860,108,33577
549686,4,3.971997518,9,15,18.16654054,5687,218,36823
549808,4,3.765576401,49,38,28.16153685,5876,286,51326
549983,3,4.921857431,1,8,22.9823364,17727,566,226169
551048,7,4.678212539,0,2,7.480510953,7163,196,30718
551054,8,5.277338682,0,3,19.57399401,6563,194,28490
552379,2,3.36810885,3,2,6.004065571,2869,135,40077
552408,8,2.658598259,1,10,16.97114276,13506,273,103928
552522,3,5.970135585,3,6,10.57836059,8020,152,32543
553161,5,5.943531692,2,3,17.13358843,2225,80,9852
553209,8,2.426348996,7,4,18.95162507,9869,359,135249
554646,8,5.333706299,46,35,63.68970014,78368,1373,215946
554659,4,3.374438645,16,0,9.425870908,5038,175,44410
555678,12,4.176640804,6,4,7.254995262,5265,179,91740
532714,3,5.403282693,12,1,23.91086148,34026,407,62204
533026,0,4.669422854,8,6,34.77342029,87284,1067,273511
534772,10,4.966411196,5,2,5.141698706,3680,100,8953
535097,6,6.701893208,6,2,6.422104995,5151,115,18378
535182,8,2.909986626,1,3,3.118059801,2157,79,59730
539941,5,4.156608967,5,5,8.348832828,18593,217,44202
548746,3,8.419486404,17,1,6.395570257,14386,114,29418
549579,12,3.23705963,8,13,16.35426623,20186,302,60505
549810,1,4.550422444,54,23,40.28409761,44183,695,77365
553151,1,5.704624095,6,10,24.71063723,25029,309,91199
554233,3,7.149188469,38,69,59.68922029,53650,972,198577
555084,6,5.896120339,9,2,24.96242913,23827,350,84838
556095,5,6.203024141,11,7,15.3395403,19736,449,63392
532736,4,7.923840694,13,4,19.63478356,61059,702,128155
532746,15,7.042513492,14,6,40.0180474,67096,584,189296
533063,2,4.143806689,35,11,44.35671044,33948,557,211466
533280,2,6.037843283,18,3,30.86521093,56931,771,153080
534869,5,3.318902394,1,1,5.792575397,4151,87,19806
534939,0,4.619248603,7,19,16.29688371,17635,442,106564
538647,3,5.687421478,18,9,23.33384491,49560,621,113324
539950,0,5.692483022,6,6,27.02436089,25655,458,122120
548757,4,6.0649112,2,1,5.69662113,2455,69,8166
549316,3,3.844438635,7,4,18.26907617,31849,326,93017
549576,3,5.357050906,7,23,33.8500084,44080,445,99543
549675,6,2.663365901,3,4,6.386896408,5029,109,46542
549689,1,4.980244263,0,0,3.77404009,7466,98,17742
549813,0,5.165889239,5,1,15.67466091,35897,572,81153
549817,3,4.499219631,3,5,16.38882452,24725,357,67544
549987,11,4.535033456,18,5,23.2625961,54932,943,167760
550278,2,4.443515546,2,0,1.810084784,1955,42,5792
551020,2,3.203372341,25,13,24.73095943,24536,546,95351
551073,3,6.785657916,41,57,37.78800755,32118,640,64491
551082,0,3.229176623,31,32,32.66789109,10968,323,50616
552377,2,4.122802384,0,0,1.143717811,2458,24,4095
556945,0,2.131181846,0,0,0.056788354,3,2,530
532991,3,5.168785664,3,1,19.00461181,40450,603,73691
533009,3,5.537008307,19,29,85.20903947,80060,1566,207046
533550,10,4.849119019,97,13,93.2529121,111983,2807,298523
534279,2,5.166648063,8,3,22.69183456,35757,396,110962
534773,5,6.547709362,10,11,19.552061,20418,387,78590
534775,4,4.833791034,62,63,58.85903079,57916,1099,475263
534782,5,6.221450096,69,20,92.33192878,161607,1824,342812
534789,11,7.206419557,0,4,1.243401314,2092,38,4287
534902,7,4.427970345,19,12,22.23114489,25531,448,71336
535102,7,5.567422845,68,21,55.35653074,38656,696,114745
535131,0,5.773415426,8,2,8.746142685,9017,128,17908
535337,1,5.805342341,7,10,23.66934873,32978,533,63601
535348,4,4.258835914,4,2,15.0125504,28239,290,66006
549548,9,7.014460618,11,9,25.93385865,50762,595,84138
549818,3,5.496162816,13,40,36.7579856,27769,688,92672
549952,4,5.194789075,16,29,32.72145425,39573,482,238169
550932,3,5.587595369,50,34,65.29739862,30612,775,157145
552331,14,7.479146282,34,44,47.59362263,52313,468,99007
552344,3,4.889438635,9,2,15.31781406,11777,264,40887
553218,0,5.396797388,22,4,32.02341606,28837,668,96488
553769,3,5.37998009,42,40,75.30427004,74941,1612,300086
556512,1,4.2987949,6,8,11.05823688,6940,171,22213
532996,2,5.075846826,21,3,36.55679301,50325,760,131506
533038,4,5.095334104,22,8,70.61363276,43531,1050,227066
533044,1,5.404032594,47,14,72.61755661,80344,1518,205792
534270,2,4.83282781,13,4,42.61995007,43646,668,104581
534304,3,6.197315217,15,3,54.58048669,40869,717,78568
534886,2,4.291205645,28,0,39.57410351,42426,1376,209334
535086,13,6.451432575,6,10,17.30557837,34143,351,54069
535107,2,6.351858992,16,8,33.85300219,23453,522,69683
535360,9,4.39587998,11,5,36.16444523,48000,1081,151369
535441,2,6.30989002,47,49,127.5838864,103055,1408,218085
549555,8,5.417048425,6,4,19.50971423,29157,654,99214
549604,0,3.477073199,7,6,43.50445819,28712,560,83911
549609,5,4.850763988,39,18,25.05677144,29504,515,83432
549611,4,6.593405395,88,177,113.1784982,64131,1242,181168
549670,8,7.42184741,2,1,0.919500751,2791,17,6892
549687,2,5.325021347,6,25,34.84665056,40851,649,101379
549926,2,4.171025205,17,11,30.66660489,43120,701,136239
549932,17,3.784745361,5,1,6.983300157,6922,172,22907
549977,2,4.307867707,7,4,8.421452134,12503,158,36492
550955,7,4.675382349,28,19,32.9970525,25300,479,137335
550961,7,5.532680535,19,25,57.29028244,26955,610,219934
550997,7,4.796631056,18,6,46.3229229,57727,638,131745
551038,9,4.959983105,23,40,20.15968557,12792,338,46205
553126,2,4.524299608,5,8,30.92260016,24065,421,59393
554241,10,4.235566795,2,2,13.80164676,32547,335,94708
557719,3,3.888800024,0,2,0.282477122,597,8,1610
533025,2,5.943230047,19,3,53.89502926,87884,1207,156011
534266,5,6.661401673,21,33,31.65199646,57318,531,140945
534319,2,4.99930926,11,6,31.03207542,52648,1005,139442
534849,13,6.748853033,56,50,87.00721333,114710,1777,216702
534859,7,3.57707366,13,2,13.26041737,19191,259,36955
534860,2,5.059658358,2,0,19.17545679,23148,486,66083
534876,4,8.311661219,26,9,46.46176604,44551,1024,165452
535075,2,4.462563462,11,2,31.72094733,40915,626,92779
535159,4,7.137740255,17,7,29.8902314,49889,1046,163911
535183,0,2.92832658,9,1,22.89927359,55238,533,148728
539185,0,0.873386072,0,3,3.491505156,7625,20,19590
544426,2,5.864986151,0,2,1.538544667,476,18,10288
549582,6,4.989707623,23,9,23.79174825,43368,525,84288
549585,3,4.446103633,7,9,26.71826005,26695,481,90080
549599,3,5.557142409,5,18,19.74991014,17090,329,39674
549668,2,5.18336561,6,0,7.487274148,13144,157,33697
549672,3,5.663123024,1,1,4.557609271,8100,162,18768
549678,5,7.334651075,0,4,22.09583721,12324,236,34546
549680,5,4.160719927,29,8,26.00393522,15956,312,44822
549947,2,4.553071354,31,22,17.62620971,11077,423,192585
549954,7,4.08734763,4,0,22.84638642,20173,576,89650
549966,1,4.449606144,1,2,17.91813531,38762,729,125900
549967,4,4.53981369,9,9,17.66377991,20936,343,56589
549995,2,5.150244736,3,3,13.96285418,15397,312,51330
550273,1,14.49684717,5,2,2.432363274,27068,45,55947
550965,10,4.262226751,1,0,7.220464861,17266,137,29718
551032,0,4.558263051,11,14,31.74215722,31409,535,62479
551035,0,5.256437916,4,5,21.35448883,7810,276,42809
551037,3,4.144423714,30,20,19.44292322,8826,293,215414
551045,3,6.495187886,9,11,34.91646936,21798,677,80595
552324,0,4.754159233,4,6,15.95557971,4201,196,33815
554642,1,4.895258564,0,1,3.394099628,1593,22,4165
555724,8,5.873294689,12,0,2.02801734,3044,59,6536
557113,5,6.1834353,2,1,5.832269147,11127,75,18379
533050,1,4.928823727,8,1,15.81681362,32620,359,73105
534776,2,5.632634789,23,10,54.13139306,117766,1341,276360
534841,3,5.238145845,5,14,31.41381427,48988,615,92176
535121,1,5.288168248,16,22,50.05943652,56509,710,143249
535191,8,5.153416672,26,5,28.42665836,50051,640,92560
535341,1,7.676393064,44,23,43.42737569,56650,734,153244
549553,14,5.389817035,73,15,73.86304414,112298,1138,225341
549590,0,4.930172311,44,8,71.20143264,55879,1237,185577
549591,7,4.652028598,16,10,30.57878713,31410,635,90095
549601,2,6.171218775,32,35,45.13871225,22618,394,84161
549669,4,4.192698112,4,3,7.096148795,6410,170,29316
549682,1,3.919598305,32,31,69.9698486,35843,818,169851
549823,4,5.950261042,75,48,242.5174971,34076,979,267039
550280,2,4.641432124,43,45,42.45921453,25951,648,137577
550995,1,3.607271535,1,2,4.246128409,14386,173,24325
551000,7,5.098818214,48,14,33.84241124,28318,623,59814
551033,4,4.082580051,12,2,14.26681317,21719,296,61594
551069,1,5.583601644,3,7,15.12480023,13744,302,50502
551072,4,3.167737459,3,1,20.46167754,20524,299,63307
552350,2,4.403470842,1,4,16.44954028,43540,387,81802
552378,5,3.859251449,6,2,24.07643473,12744,343,96352
552386,1,3.927879159,3,9,21.11520148,19825,512,91123
555113,3,4.65089582,16,22,23.90946387,23771,293,57190
557461,1,4.608487794,0,2,1.406680911,1425,29,2833
553175,0,0,0,0,0,0,0,987
513648,0,0,0,10,54.33072424,694,8,44222
406745,1,2.68623878,6,0,11.06671666,3631,120,42705
406757,1,4.982145622,104,0,23.39966834,19149,405,60605
406936,0,3.231394379,4,1,6.45851132,9013,215,52345
406956,5,3.756064522,26,1,13.70629359,11036,288,72554
407332,0,2.675578609,4,0,1.699523666,1574,54,19164
407439,0,2.830163026,0,1,1.360617904,507,18,5645
407784,3,4.584869651,1,0,3.405341946,2661,53,11243
407804,1,3.275943844,3,1,5.455112019,2570,152,50803
407821,1,0.943120785,1,0,4.399656804,3082,73,116236
407822,8,4.141385667,12,4,12.53270888,8927,252,104750
407839,0,4.015589375,2,0,5.174647954,3483,79,23124
407914,1,3.438616851,16,10,14.21456066,15097,271,71639
408029,2,3.948645079,1,0,0.289242237,537,21,24770
408297,3,3.10098428,18,8,16.65987628,20499,380,111881
408337,4,4.147190682,19,7,20.39941813,24971,568,160745
408339,2,3.746976449,9,4,10.83902033,12406,187,48359
408357,8,4.164365363,14,5,9.863942619,10974,237,87663
408442,0,2.909868091,0,0,4.825934605,14481,167,94141
408777,10,4.469570552,4,6,6.68410023,6712,145,33713
408980,0,3.490450365,5,1,8.98747273,6257,155,73745
409365,0,0.173795506,1,0,0,0,0,103202
409497,0,1.966123982,3,0,3.797830102,2952,59,26819
409769,6,3.26197277,5,1,2.896829208,2166,75,18444
431015,0,4.559925779,0,0,0.428239072,987,14,4855
431018,11,1.292446962,16,0,7.966305926,1665,117,12333
431034,2,4.977323369,0,1,0.334242527,1013,12,2597
431035,0,2.58375,1,2,9.544474509,2229,5,5142
431036,0,5.883752804,100,13,6954.126563,13383,427,109947
431055,7,8.239151864,29,9,31.43856209,30718,541,97440
431089,0,2.955149502,0,1,11.07106956,14590,234,91636
431090,0,0.542235172,2,0,1.538177028,598,21,43169
431093,6,4.236216649,3,0,5.860237738,15306,248,35638
431175,11,18.71492283,42,1,42819.23277,12239,286,49224
431496,2,3.349269594,0,0,0.097351466,24,2,2004
431499,1,2.656064826,38,88,46.87078023,27008,637,239870
431517,14,5.711306762,4,6,17.02633772,15790,432,53543
431518,5,4.082028936,7,13,9.559695529,20416,357,57572
431521,1,1.875358791,423,58,0.49027676,731,29,61782
431537,0,4.075708474,0,0,1.136052429,3518,59,8788
431555,0,1.034482021,9,11,25.68414293,5649,124,165878
431663,5,5.049687974,1,0,4.271013316,6368,123,29227
431664,0,3.070266512,16,4,22.5149207,13927,359,146835
431781,2,6.57759954,0,1,5.102861224,2349,67,9665
431958,0,3.189043331,34,6,27.80351144,15083,364,103329
431973,0,1.817152609,12,3,7.899647412,6241,115,38904
432463,0,3.498969226,4,15,4.496350384,9704,174,53743
432611,0,3.451629169,0,0,1.215960201,465,24,2994
432815,0,0.36922808,18,6,2.281856451,4322,68,155976
432831,6,3.91574892,0,0,1.038637893,1616,40,9431
432965,1,1.267542436,13,0,3.080876089,3804,84,28294
434443,2,3.880712025,0,1,1.367161108,1116,34,28780
435223,0,4.047672684,1,0,4.410035688,5848,105,14187
443243,5,4.445249306,2,1,2.184724078,4080,70,17919
449841,5,4.430055771,0,1,2.431308791,3709,70,37122
453653,7,3.185385274,37,5,34.03080976,21892,530,116122
453975,5,4.161550315,1,1,2.664916714,1541,50,11686
458223,0,4.967111199,7,1,10.97075949,7495,126,32734
458559,5,5.599097887,0,0,8.052849112,5256,205,46047
460928,3,2.402602636,20,74,40.68340138,21402,427,98749
463768,1,4.283178993,0,0,3.09765723,4029,71,16923
470741,2,3.416874046,19,3,5.413997116,11337,173,59307
475760,0,0.212904511,0,0,0,0,0,12295
480548,25,16.5388131,0,0,0,0,0,4950
499526,12,3.258795602,20,7,13.69401436,21475,451,102936
510960,0,3.76089045,0,0,1.567949534,2197,25,8695
513646,4,2.514292558,4,2,3.631790313,2053,35,14390
515799,0,0,0,0,0,0,0,242
551078,0,1.123434814,3,6,0,0,0,14393
446660,2,2.819280443,9,1,8.986233285,12359,218,55039
446662,0,3.39966405,19,76,59.33852788,24676,840,232611
446663,1,4.430001393,18,118,87.3091968,14069,253,42661
446682,13,3.831095452,3,1,31.60461366,40584,832,231375
446683,4,4.490600557,3,1,1.17984035,3634,38,11612
446684,0,2.529328304,19,4,20.19145319,16058,455,179658
446685,10,2.796972592,65,14,44.40834103,27531,827,190723
446686,3,5.096800887,9,18,21.16333496,14669,497,120636
446687,0,3.244748824,9,8,32.23106939,19480,698,168891
446688,2,2.312035439,101,10,166.509141,35300,786,199096
446689,4,3.530373256,2,0,2.792101621,1446,44,6250
446690,5,3.214437547,35,8,51.90364513,46995,1423,362871
446691,14,2.53532532,29,6,41.23123925,29437,961,291273
446709,1,2.800016777,5,6,24.52488559,22505,520,162763
446710,0,2.955991192,39,19,59.80126542,15740,500,136055
446712,9,3.720988489,2,6,4.178807721,4027,116,26777
446714,2,2.808511107,55,3,44.01418981,31819,675,171037
446732,0,3.317078874,68,6,60.70053614,32437,884,161950
446733,1,4.078616782,1,3,3.485599351,5674,88,16333
446734,0,4.462972722,11,8,45.76618564,40890,962,222824
446735,0,2.632832519,17,19,27.61574801,33996,633,185180
446736,1,4.552211554,9,5,57.25699853,64654,1542,306201
446739,6,4.145136468,682,133,643.7820368,20708,805,164650
446755,11,2.626129019,7,3,11.23016271,4302,99,25705
446756,9,3.780607292,14,10,33.721221,49339,551,140975
446757,1,4.209824769,15,51,36.73651163,24885,628,141524
446758,0,2.46375,0,0,0.218802185,329,13,1512
446759,0,2.37201073,1,0,2.347685709,592,36,5019
446760,8,2.678560464,14,0,19.37627117,22029,482,127642
446761,0,3.32111498,86,139,410.098394,21510,450,186555
446762,2,1.739193407,2,0,4.358276783,8979,81,40772
446763,6,2.878581538,6,0,14.04115898,22396,299,62089
446764,2,2.715167044,23,119,95.15911255,19784,588,214672
446767,0,4.100789661,0,0,30.21795725,29080,788,204403
446783,1,4.948239302,13,11,32.70480488,24623,716,134585
446784,3,4.123331014,2,0,13.45387026,19562,460,142253
446786,0,2.748342773,1,0,7.211882867,13009,305,111094
446787,0,2.850176563,124,10,130.0866284,33358,815,219207
446789,0,2.935630014,0,3,1.676879328,3898,61,33186
446791,1,3.083218735,14,18,38.75622062,31930,870,239357
446808,0,4.017557658,3,0,7.128701977,11230,229,76366
446814,2,4.631070437,42,22,67.94909258,70667,1467,366439
446815,0,3.204396706,18,0,8.286087846,7049,233,55761
446816,1,2.486712813,2,9,3.193822129,2968,55,18118
446817,1,4.526073747,1,0,7.787003903,12105,185,39642
446835,0,1.807775551,213,92,64065.32382,2728,340,92295
446837,8,4.380637335,0,1,5.255128545,6386,129,29517
446838,2,2.422067248,34,3,21.82316378,26564,395,128668
446839,0,1.047582544,49,18,24.88861,21660,402,133606
446873,3,2.192275178,2,2,2.755821623,7480,88,23905
446890,2,0.917023471,3,5,6.898041008,12683,86,85860
446891,10,2.665557098,20,11,29.87085278,49141,424,103775
446893,0,3.718349791,0,0,2.697473406,2892,58,22790
446908,1,2.821468951,0,0,3.028084247,5754,63,12360
446909,6,4.75242816,0,0,7.096151617,17161,172,37421
447068,0,4.17932715,3,25,17.80057085,12548,386,80959
447156,0,3.887251856,3,4,11.53704998,13521,330,118949
447158,1,3.655071989,0,3,3.286434663,4356,69,30746
447159,1,3.995390799,15,7,25.29286245,22555,524,141430
447160,2,3.295676512,11,11,52.09839981,37552,797,239159
447161,3,3.260256898,9,10,24.34711285,24540,703,361045
447162,4,5.690706775,2,3,4.901296947,4491,100,15129
447163,2,4.014266117,3,1,22.26205663,22225,643,146333
447165,0,2.720714402,1,0,8.764055024,8024,186,42260
447166,1,4.307252964,24,10,20.42031115,17237,472,100534
447184,3,3.300825222,2,0,8.331856215,19420,186,49244
447185,3,3.293695656,11,23,37.20809032,30283,730,201827
447186,1,2.898242901,42,4,10.77851677,10645,117,28363
447188,4,4.720256822,0,0,1.165752501,1444,28,6882
447193,3,3.755484638,17,3,40.3889978,31989,741,193622
447194,9,4.79075711,231,17,216.2630087,12678,358,71167
447197,0,4.462835566,1,9,36.43054402,25198,742,161960
447198,0,3.304162661,3,8,68.48195851,21907,553,143496
447200,5,4.581616517,1,0,4.495945746,6432,139,27686
447217,2,3.294412839,129,47,60.24813021,33106,540,118584
447218,0,3.390550341,77,12,130.1326957,17526,445,132974
447219,7,4.727302276,194,19,255.4141297,33983,901,191025
447223,0,0,0,0,0.206539519,314,6,347
447240,0,5.42629586,24,60,97.49500301,4324,88,19269
447242,3,3.716028341,11,29,92.13038088,26257,742,184640
447244,2,3.589686986,6,7,21.82159774,22004,558,177407
447247,4,3.125946436,7,1,18.05920498,17111,346,97182
447263,4,5.532818418,2,0,8.519926346,6621,135,47171
447264,0,0.444468644,3,0,0.559123632,570,18,29219
447265,2,2.911632063,7,3,5.313194935,13213,208,51557
447301,1,3.257453907,18,34,32.05727918,22765,767,168422
447302,1,1.559212508,128,18,39.26445662,32054,807,293430
447322,3,2.617601016,68,83,12.91641547,14693,348,81517
447323,0,2.998386474,0,0,0.214737594,818,19,13748
447324,3,3.635685345,23,46,33.38729321,21560,611,155777
447325,9,4.679070231,2,0,7.864161542,16070,186,45992
447327,1,3.845358426,8,2,11.99908916,11603,279,134015
447449,1,3.468492028,46,30,107.5476109,33392,858,225131
447468,0,4.169113401,10,3,42.16168005,15390,332,70935
447469,0,2.845680938,7,9,23.25042246,23698,587,158131
447551,1,1.106639139,40,12,5.769745064,14,6,33805
447568,3,5.2541715,0,0,5.222601382,8118,141,24082
447589,4,1.856503192,10,0,2.798289852,2373,61,10129
447590,3,4.20929013,4,1,8.565428414,10823,228,62910
447623,1,3.374032371,0,0,0.506569693,2034,30,7334
447786,4,4.09628779,703,75,860.6827013,25930,1117,237626
447805,4,4.247702679,6,9,23.57498818,21145,564,176693
447807,2,3.719642538,183,45,188.697296,31275,1166,167082
447823,1,3.94484822,77,15,38.14339909,13158,435,106285
447859,5,3.531592355,3,2,18.55330793,30127,773,334474
447876,2,4.864647203,112,392,934.5424348,27766,532,148665
447894,4,2.351450342,46,4,50.07354899,28142,975,204540
447896,2,4.169703098,2,2,47.78624727,40512,1092,230735
447912,2,3.10994577,18,3,28.03871459,19343,627,140612
447913,2,5.490207343,1,1,5.085195039,6410,83,26665
447917,2,3.855032441,6,23,21.2037377,23104,497,132450
447934,0,2.586590461,6,1,8.769954394,7666,128,67619
447950,4,4.44767355,0,0,0.796587779,4680,29,15230
447967,2,3.493330448,16,31,23.67616062,15021,430,157746
448002,1,3.309449848,6,7,22.1866988,7373,150,54555
448020,0,4.320389153,0,0,1.09262163,4179,70,14260
448039,1,4.676438444,58,1,13892.42507,11262,322,54205
448091,0,2.769649365,6,1,7.230897948,6473,191,40686
