Turning speed
4.504273836596678
4.4647917684594365
2.446685567386702
3.026044039085509
6.132792347831011
8.377583333333334
8.580015873015872
4.819861111111111
5.93597557692344
8.998321789321789
6.6898421761977005
7.722996031746032
1.94635253477115
4.006623809523809
5.257068114952786
5.7581794532627875
3.4922737160310087
4.840956810422596
4.7657269880067155
5.01235811997827
3.0485407310416943
5.330394063080201
5.11251293547722
4.325086130087001
5.648556117295983
6.390033333333332
1.3241980664599915
3.3410558804747255
7.079255260834167
1.865729389776501
4.050500557036952
1.7708177437641723
9.421966490299823
3.83029205495643
2.3128396099817916
4.44634116669418
1.713470787377053
1.713470787377053
3.9385980371711184
4.058879330910084
3.195006439849365
4.884585888797417
4.126953225827529
6.567030908057876
3.672573086332338
3.858625
1.7067195767195766
2.41889546588616
2.0177680296931793
6.286399395628615
5.909790707861167
4.9129595092249225
6.648088258066618
5.287883418626437
5.915778372590518
